sample_index,Scenario,instructions,cpu-migrations,mem_access_rd,mem_access_wr,cache-misses,L1-icache-loads,dTLB-store-misses
3646,Attack,6992803950.0,0.0,1007571161.0,1139228949.0,45932393.0,1898656327.0,3269600.0
3647,Attack,4197499981.0,0.0,628408667.0,619860667.0,9755571.0,1448683447.0,406745.0
3648,Attack,10388182233.0,1291.0,2126694845.0,1908972501.0,82097211.0,4411878059.0,4375300.0
3649,Benign,3069573231.0,0.0,834988353.0,576897389.0,39503494.0,1387392464.0,2518531.0
3650,Attack,2856919539.0,0.0,465189756.0,477753000.0,2968751.0,1198679905.0,467679.0
3651,Attack,2967977086.0,0.0,495254291.0,480560356.0,18275717.0,1005463954.0,707744.0
3652,Attack,10922632803.0,1255.0,2431952934.0,2090558673.0,98113187.0,5068074496.0,4963290.0
3653,Attack,3136403471.0,0.0,291038970.0,309686767.0,2978687.0,977237541.0,245935.0
3654,Attack,5013208309.0,0.0,1242984070.0,1101964721.0,29650888.0,2148398051.0,1382021.0
3655,Attack,11001970917.0,1360.0,2571878667.0,2497919432.0,85622703.0,4263382793.0,4846002.0
3656,Attack,5147751364.0,0.0,1104443277.0,1074776175.0,30425065.0,2165139745.0,1300880.0
3657,Attack,8350014437.0,0.0,1235042369.0,1082454986.0,47618742.0,3419985271.0,3042309.0
3658,Attack,5020460214.0,0.0,1376703117.0,1016420777.0,69685947.0,2051804402.0,4270270.0
3659,Attack,2038640217.0,0.0,215143636.0,141706960.0,3339214.0,778381874.0,255479.0
3660,Benign,2612375719.0,0.0,804248454.0,583159701.0,39283972.0,1285076419.0,2600305.0
3661,Benign,4017847638.0,0.0,882043342.0,695094246.0,63071703.0,1976152791.0,3511076.0
3662,Attack,5523628806.0,0.0,1225291568.0,1015353842.0,51786718.0,2675351095.0,2731382.0
3663,Attack,6858337771.0,0.0,1390731956.0,964633072.0,83275426.0,3165216867.0,3500392.0
3664,Benign,3039658507.0,0.0,660267420.0,517781375.0,35086238.0,1385467801.0,2777478.0
3665,Benign,3135490268.0,0.0,752375234.0,590016324.0,39794412.0,1411303754.0,2768393.0
3666,Attack,6670669218.0,1043.0,1289430222.0,1022187373.0,51027008.0,3040868476.0,3162520.0
3667,Benign,77577396.0,0.0,126615219.0,72765138.0,1172752.0,53701667.0,132644.0
3668,Attack,3847698338.0,0.0,998709611.0,945748883.0,50087904.0,1981830222.0,2654477.0
3669,Attack,5288182230.0,0.0,1044771268.0,864594019.0,49515628.0,2219913639.0,3203764.0
3670,Attack,6762609016.0,0.0,1398217204.0,1258406634.0,46021808.0,2364885804.0,1619887.0
3671,Benign,116709227.0,0.0,23730978.0,24192581.0,873742.0,520481289.0,206213.0
3672,Attack,3513456814.0,0.0,949070142.0,988976094.0,18532855.0,1324111390.0,697916.0
3673,Benign,3332562563.0,0.0,710616262.0,532458478.0,43967667.0,1513372280.0,2854932.0
3674,Attack,7425815485.0,0.0,1301374567.0,1119363876.0,46415894.0,2980994454.0,2569807.0
3675,Attack,7711949378.0,0.0,1319096119.0,1104662568.0,37041460.0,3003744980.0,1991195.0
3676,Attack,22833219912.0,0.0,2475547496.0,537246624.0,135439783.0,5967901084.0,21572900.0
3677,Benign,3237623142.0,0.0,724182108.0,604512784.0,46933933.0,1313185325.0,2970701.0
3678,Benign,81344775.0,0.0,55894066.0,63055733.0,1009663.0,40828892.0,54821.0
3679,Attack,7964633447.0,1096.0,1476796172.0,1306834166.0,49100686.0,2937105579.0,3246299.0
3680,Attack,5319777921.0,0.0,1025755089.0,713457228.0,50131132.0,1948845079.0,3042851.0
3681,Attack,9236173138.0,1349.0,1908322459.0,1619778702.0,97541934.0,4284253925.0,4222544.0
3682,Attack,1876577449.0,0.0,234910669.0,235313048.0,3938706.0,605999347.0,203137.0
3683,Attack,3087781044.0,0.0,388179572.0,345489404.0,11690350.0,1257913496.0,499925.0
3684,Attack,8642066632.0,0.0,1709485652.0,1496685838.0,61700865.0,3245001373.0,3312017.0
3685,Benign,3220075990.0,0.0,823794742.0,628534752.0,47672083.0,1607513448.0,2587819.0
3686,Attack,3222263465.0,0.0,379960972.0,409345965.0,4702189.0,878081288.0,182799.0
3687,Attack,5086727498.0,0.0,778074312.0,521317575.0,39780262.0,2314947649.0,3605820.0
3688,Attack,10243860111.0,1156.0,2047877460.0,1673177735.0,79679403.0,4426739000.0,4978604.0
3689,Attack,10938312489.0,1488.0,2561746618.0,2324726224.0,99773828.0,4206328086.0,4946517.0
3690,Benign,112914818.0,0.0,25469889.0,25855009.0,1366220.0,139195245.0,140746.0
3691,Benign,3085386075.0,0.0,783696583.0,607071793.0,47649317.0,1483585437.0,2907683.0
3692,Benign,2886818126.0,0.0,743430131.0,535593808.0,49183402.0,1626387838.0,3015197.0
3693,Attack,7840869255.0,0.0,1345676430.0,1128936440.0,48318328.0,2802248216.0,5454804.0
3694,Attack,22596754919.0,0.0,2323530839.0,629419533.0,138283138.0,6058487240.0,21205445.0
3695,Attack,2187614600.0,0.0,211865466.0,288801871.0,6768609.0,535696162.0,298067.0
3696,Benign,3751253777.0,0.0,683379690.0,590427833.0,54046017.0,1231183708.0,3304867.0
3697,Attack,10018804799.0,1450.0,2337398298.0,2212218714.0,83702576.0,4102538381.0,5079889.0
3698,Benign,5253789423.0,0.0,1452805320.0,1141207810.0,83412541.0,2826789384.0,3581714.0
3699,Attack,6689112564.0,1003.0,1544859425.0,1243061501.0,83039014.0,3010689647.0,4821003.0
3700,Benign,3045892303.0,0.0,811866088.0,618458749.0,38137826.0,1362688591.0,2592051.0
3701,Attack,22304287806.0,0.0,2661391474.0,680373768.0,134378047.0,6163321321.0,19696158.0
3702,Benign,3060638124.0,0.0,699406109.0,549853608.0,42557864.0,1423014919.0,2988451.0
3703,Attack,7941920401.0,0.0,1100285314.0,1055187365.0,21331183.0,3093420361.0,1037745.0
3704,Attack,5396420708.0,0.0,1166081847.0,993690633.0,62467872.0,2432346304.0,2735131.0
3705,Attack,7846338990.0,1169.0,1574797948.0,1309318639.0,50961296.0,3198995720.0,2873992.0
3706,Attack,7235042243.0,1088.0,1476839351.0,1160922673.0,50555825.0,2836259333.0,2790624.0
3707,Attack,10599531454.0,1630.0,2317391616.0,2111581084.0,81656707.0,4958076789.0,4482735.0
3708,Attack,9310722815.0,1465.0,1728192263.0,1319109439.0,92725252.0,3811822034.0,4602447.0
3709,Attack,4881733038.0,0.0,1096912100.0,844726821.0,51895585.0,2179086566.0,3929052.0
3710,Attack,4881626236.0,0.0,629354497.0,590284778.0,13441654.0,1422606085.0,461507.0
3711,Attack,11053921967.0,1230.0,2650796905.0,2442398349.0,74932792.0,4495475804.0,4025804.0
3712,Attack,4102237614.0,0.0,472169007.0,448598401.0,12095535.0,1679197857.0,550563.0
3713,Attack,3583154620.0,0.0,465589565.0,495515636.0,13156369.0,1301075231.0,366071.0
3714,Benign,262488926.0,0.0,12269532.0,13273735.0,1839987.0,153379442.0,54492.0
3715,Attack,3433747925.0,0.0,533963402.0,460357380.0,28840429.0,1271515247.0,992551.0
3716,Attack,773221806.0,0.0,243851140.0,189759471.0,10965087.0,496049167.0,551036.0
3717,Attack,8597396671.0,1401.0,2062378205.0,1604194563.0,88563402.0,4553438360.0,4837710.0
3718,Benign,3817122443.0,0.0,1149642935.0,843819994.0,48427298.0,1923664762.0,2678073.0
3719,Attack,7340966434.0,0.0,1344894664.0,1163924826.0,30780016.0,2971192931.0,1836292.0
3720,Benign,623031901.0,0.0,19397720.0,18270652.0,1435660.0,126497313.0,67138.0
3721,Benign,3275323364.0,0.0,716428019.0,570939412.0,49674674.0,1426998507.0,3006129.0
3722,Attack,3177209716.0,0.0,529547651.0,501985912.0,10449626.0,803903297.0,469614.0
3723,Attack,11156451900.0,0.0,2420671135.0,2256279854.0,77665018.0,4691640372.0,2879825.0
3724,Attack,7974279863.0,1065.0,1664220796.0,1353431125.0,46673452.0,3527147054.0,3766459.0
3725,Attack,2521330283.0,0.0,696423389.0,679381746.0,12033407.0,1276971768.0,467204.0
3726,Attack,22354287712.0,0.0,2482650496.0,511263575.0,145939626.0,6264159329.0,20644173.0
3727,Attack,11542705330.0,1019.0,2451495645.0,2127885221.0,86395089.0,4954160042.0,4528543.0
3728,Attack,9678740096.0,1022.0,1532922619.0,1335165376.0,55105362.0,3656650769.0,3652069.0
3729,Attack,10220859023.0,1125.0,2310396586.0,2120968016.0,78505993.0,4431570109.0,4462843.0
3730,Attack,4689723809.0,0.0,1016535377.0,740143288.0,49363259.0,2517064941.0,3038611.0
3731,Attack,8693552990.0,0.0,1557772219.0,1499911331.0,45383363.0,3820684306.0,2390275.0
3732,Attack,6096066164.0,0.0,554231524.0,566030404.0,9674542.0,2104988567.0,468550.0
3733,Attack,1596462604.0,0.0,219325861.0,332211908.0,7314492.0,621019412.0,1142073.0
3734,Benign,91219353.0,0.0,41434072.0,39026001.0,1003133.0,52527904.0,128056.0
3735,Attack,21983697508.0,0.0,2387306775.0,464745021.0,138385799.0,6286943443.0,19895485.0
3736,Benign,113939012.0,0.0,23003684.0,21646322.0,935022.0,127326270.0,277890.0
3737,Attack,8667848363.0,1074.0,1444533474.0,1169015915.0,63308096.0,2944332305.0,2878303.0
3738,Attack,6949819357.0,0.0,1346988068.0,1343852606.0,40603868.0,3379971568.0,1235723.0
3739,Attack,4021427083.0,0.0,873567652.0,986804368.0,52108991.0,1408500272.0,3085490.0
3740,Attack,6777823891.0,0.0,1344450277.0,1137082456.0,47611078.0,2334584259.0,3330973.0
3741,Attack,3486681007.0,0.0,463238282.0,444821206.0,10298305.0,1089555948.0,546855.0
3742,Benign,86249679.0,0.0,33890521.0,34960305.0,951482.0,74033702.0,133927.0
3743,Attack,8406384975.0,1189.0,1355206876.0,1134410071.0,60836961.0,3007378019.0,3604616.0
3744,Attack,9213997760.0,1045.0,1850050183.0,1591231063.0,60837752.0,3821354950.0,3506521.0
3745,Attack,9350822797.0,0.0,1730618251.0,1422321662.0,40698184.0,3434165192.0,2047026.0
3746,Attack,2626113132.0,0.0,762323624.0,750360559.0,26878941.0,1403182461.0,1877603.0
3747,Attack,7109859586.0,1115.0,1523053033.0,1201307929.0,51485132.0,2779335621.0,3370381.0
3748,Attack,1713768273.0,0.0,322963164.0,320554208.0,2648413.0,672421141.0,288125.0
3749,Benign,135965098.0,0.0,44037678.0,30064920.0,1217256.0,73464516.0,252697.0
3750,Benign,2834483179.0,0.0,896570785.0,622961214.0,47841020.0,1678603929.0,2727059.0
3751,Attack,6377548072.0,0.0,1476640469.0,1486066943.0,33643803.0,2691530117.0,1249135.0
3752,Benign,3049375930.0,0.0,859261630.0,593746414.0,43503524.0,1573888061.0,2748259.0
3753,Benign,97068729.0,0.0,21998486.0,21124031.0,1208924.0,41842498.0,54441.0
3754,Attack,10785758204.0,1329.0,2553234648.0,2308557662.0,87091256.0,5178818177.0,5261609.0
3755,Attack,6437906831.0,0.0,822544377.0,821301392.0,10489551.0,2104266549.0,765471.0
3756,Attack,6169349731.0,0.0,1274394665.0,1003694470.0,68473742.0,2392123419.0,3687607.0
3757,Attack,4706566660.0,0.0,1491242760.0,1482791053.0,26184682.0,1925726121.0,1028124.0
3758,Benign,5231405477.0,0.0,1283069043.0,924968655.0,73226274.0,2407793785.0,3942438.0
3759,Attack,6542343795.0,0.0,1225621573.0,1036202999.0,59517579.0,2554164931.0,5050880.0
3760,Attack,5355981523.0,0.0,773750947.0,767735824.0,13244684.0,1671672229.0,437547.0
3761,Benign,3602207903.0,0.0,680273045.0,524349028.0,37628879.0,1231144549.0,3109614.0
3762,Attack,23370163906.0,0.0,2155287858.0,561895169.0,128907382.0,5814797926.0,21596354.0
3763,Attack,11421172863.0,1372.0,2385933525.0,2175812514.0,89237662.0,5171854139.0,4825786.0
3764,Benign,75232483.0,0.0,52630869.0,39301615.0,891768.0,31194962.0,65350.0
3765,Attack,12194255913.0,1245.0,2417445063.0,2154238131.0,84524142.0,5235749297.0,4663916.0
3766,Attack,6306368147.0,0.0,1267874106.0,1158900452.0,45551772.0,2428849980.0,1256873.0
3767,Attack,22341511945.0,0.0,2630541010.0,624640346.0,131267623.0,6347213334.0,21105255.0
3768,Attack,9515129068.0,0.0,2078453611.0,2306070355.0,65347713.0,4346808349.0,2981801.0
3769,Attack,6058876357.0,0.0,1487214999.0,1137923401.0,56114340.0,2836090385.0,3160840.0
3770,Attack,7956534031.0,1289.0,1475435426.0,1266828692.0,53696148.0,2963068635.0,2977850.0
3771,Attack,5680785925.0,1035.0,1257191432.0,1132114369.0,70210047.0,2754307581.0,3809982.0
3772,Attack,3999391508.0,0.0,635293739.0,621966347.0,13541371.0,1314329293.0,607440.0
3773,Attack,8417427391.0,1044.0,1376129274.0,1154418523.0,68610913.0,3661564770.0,3760769.0
3774,Attack,8717800492.0,0.0,1299038404.0,1130207564.0,62802945.0,3517182918.0,3411193.0
3775,Attack,5373958778.0,0.0,778122610.0,691942427.0,16866313.0,1810551597.0,740901.0
3776,Attack,5614004829.0,0.0,1709006024.0,1248340850.0,71910415.0,2947920888.0,3749685.0
3777,Attack,5616150220.0,0.0,1131263439.0,1175753446.0,26889515.0,2732464965.0,1025989.0
3778,Attack,4437164658.0,0.0,696587243.0,706152348.0,11680649.0,1586125284.0,383551.0
3779,Benign,3247353688.0,0.0,758089384.0,613882232.0,47065515.0,1313038922.0,3069403.0
3780,Benign,3853990966.0,0.0,1058839699.0,834406453.0,60153508.0,1796681702.0,3325184.0
3781,Attack,4582357248.0,0.0,361980376.0,385620741.0,7076532.0,1580326005.0,292562.0
3782,Attack,10461981774.0,1298.0,2732236690.0,2443503546.0,78215259.0,5141122381.0,4058128.0
3783,Attack,5858580607.0,0.0,1197600416.0,983175325.0,62193669.0,2218562087.0,3710743.0
3784,Benign,2893021109.0,0.0,796960181.0,586423765.0,44419696.0,1502088477.0,2758442.0
3785,Attack,1767416536.0,0.0,222100832.0,154979170.0,5366994.0,776620802.0,556374.0
3786,Attack,2984295633.0,0.0,334980855.0,335726811.0,3025175.0,975368458.0,100116.0
3787,Attack,9867591005.0,0.0,1687395855.0,1457051793.0,52257309.0,3938419635.0,3274826.0
3788,Benign,161390347.0,0.0,32194452.0,31954162.0,1246677.0,151177946.0,266705.0
3789,Attack,22958955174.0,0.0,2034731087.0,558151548.0,130115535.0,5880066758.0,19983505.0
3790,Attack,6153595391.0,0.0,1256101265.0,1120142229.0,78763617.0,2693671650.0,5123519.0
3791,Attack,22727713512.0,0.0,2153876500.0,489872894.0,137095242.0,6341603278.0,21313706.0
3792,Attack,2338786164.0,0.0,497575687.0,494344781.0,9777813.0,938265816.0,415457.0
3793,Attack,9172904440.0,0.0,1416184673.0,1386384052.0,45413083.0,3595882676.0,1477282.0
3794,Attack,5586755006.0,0.0,1096972357.0,962256460.0,41228216.0,2262911008.0,1476899.0
3795,Attack,5735820780.0,0.0,826609036.0,815701287.0,42656988.0,1938208090.0,3090164.0
3796,Benign,79414344.0,0.0,35379049.0,31572158.0,880852.0,45109348.0,72862.0
3797,Attack,7994637705.0,1028.0,1636752696.0,1237271715.0,82359327.0,3190052756.0,3764023.0
3798,Benign,3249198433.0,0.0,686458280.0,560625228.0,49542659.0,1170403659.0,2509237.0
3799,Benign,399543430.0,0.0,32042119.0,29840212.0,3851785.0,163707005.0,277653.0
3800,Attack,22795862695.0,0.0,2571541894.0,606627438.0,136965887.0,6350130372.0,22225902.0
3801,Benign,204698258.0,0.0,21555035.0,23199729.0,6299118.0,51314917.0,46230.0
3802,Attack,11013946757.0,1674.0,1939762531.0,1855114324.0,77951508.0,4107236007.0,6865388.0
3803,Attack,6654255948.0,1197.0,1326578916.0,1064421066.0,55874444.0,3464378118.0,3236581.0
3804,Attack,4155829762.0,0.0,637021112.0,660955322.0,23205210.0,1923671574.0,855637.0
3805,Benign,4367749220.0,1062.0,1335257944.0,973441097.0,66445811.0,2129041085.0,3342751.0
3806,Attack,5281634510.0,0.0,609876176.0,536981320.0,15980062.0,1775258125.0,651838.0
3807,Attack,6069736829.0,0.0,1044882683.0,995961262.0,52630759.0,2286525372.0,3581174.0
3808,Benign,2840319730.0,0.0,844715670.0,612247081.0,47394297.0,1530327851.0,2224755.0
3809,Attack,6445057758.0,1180.0,1286091954.0,1057593299.0,51428413.0,3300586362.0,3485786.0
3810,Attack,22355908082.0,0.0,2462256704.0,610548918.0,139707473.0,6404122077.0,22934404.0
3811,Benign,147378311.0,0.0,24513744.0,27240908.0,1154403.0,83684722.0,57253.0
3812,Attack,2597052500.0,0.0,362721998.0,275331186.0,42257705.0,828195206.0,1792630.0
3813,Attack,4769974043.0,0.0,861460456.0,714282539.0,22060142.0,1780780889.0,677178.0
3814,Attack,5266924660.0,1289.0,1049727891.0,904009212.0,48968265.0,2644029000.0,2615195.0
3815,Attack,2512731151.0,0.0,352014898.0,352240674.0,6646879.0,912596504.0,398812.0
3816,Attack,5189444807.0,0.0,498197548.0,515490448.0,14879931.0,1706794677.0,643032.0
3817,Attack,2856791618.0,0.0,608261806.0,845718053.0,32760354.0,1970401153.0,3309647.0
3818,Attack,4475644642.0,0.0,636045832.0,611955974.0,5444352.0,1432109373.0,389779.0
3819,Attack,10366315795.0,1549.0,2530036612.0,2102894396.0,87175958.0,4752476431.0,3759899.0
3820,Attack,3604527462.0,0.0,288695407.0,306765697.0,6965675.0,1273945104.0,443994.0
3821,Benign,3197692355.0,0.0,757884423.0,600596685.0,52334500.0,1395046028.0,3213804.0
3822,Attack,1565077679.0,0.0,382715599.0,324023952.0,6807631.0,891961907.0,1142330.0
3823,Attack,14532526788.0,0.0,2999555808.0,2839690225.0,91872210.0,6016046687.0,4709027.0
3824,Attack,23320326478.0,0.0,2508699178.0,496705160.0,130820501.0,6227463674.0,21131718.0
3825,Attack,10487651359.0,1545.0,2805391809.0,2368078783.0,82070007.0,4673020358.0,4361661.0
3826,Benign,108032575.0,0.0,66617588.0,69808947.0,1039939.0,52063433.0,45846.0
3827,Attack,23588211070.0,0.0,2206092943.0,521371396.0,136054616.0,6189433463.0,20037776.0
3828,Attack,5423827006.0,1062.0,1312774979.0,1071545635.0,77616247.0,2450942471.0,3959184.0
3829,Benign,5374805205.0,0.0,1357759497.0,976609825.0,94396559.0,2800984517.0,4319721.0
3830,Attack,6247480108.0,1068.0,1503642912.0,1225062937.0,48953871.0,2939556919.0,3229866.0
3831,Attack,23198687010.0,0.0,2230230103.0,599834482.0,134402244.0,6039750823.0,20294023.0
3832,Attack,3197879832.0,0.0,618160055.0,582629905.0,11145470.0,1649851142.0,474690.0
3833,Benign,142979158.0,0.0,17513226.0,18683576.0,1647415.0,65959251.0,68816.0
3834,Benign,2263971045.0,0.0,766286161.0,614364928.0,20479174.0,880167591.0,1345015.0
3835,Benign,133195570.0,0.0,23543177.0,23766805.0,1361984.0,40282139.0,46348.0
3836,Benign,78565827.0,0.0,81256357.0,83374253.0,987860.0,64952566.0,53359.0
3837,Benign,112437850.0,0.0,34073625.0,34987978.0,1197866.0,53386613.0,50551.0
3838,Attack,7226335240.0,1182.0,1540827476.0,1238189823.0,57758153.0,3078158013.0,3642448.0
3839,Attack,9592278307.0,1251.0,1940685970.0,1636185252.0,75165658.0,3686969743.0,5205947.0
3840,Attack,3457080216.0,0.0,698502083.0,841441548.0,52841089.0,1354545816.0,3474764.0
3841,Attack,10049095161.0,1101.0,1392958346.0,1259820991.0,55438431.0,4084846036.0,3453166.0
3842,Attack,22650371869.0,0.0,1881687994.0,582557417.0,144751805.0,6243643747.0,20692873.0
3843,Attack,3126642928.0,0.0,456659053.0,457029083.0,4073123.0,1103291542.0,247067.0
3844,Attack,3696695271.0,0.0,836832660.0,754323489.0,53438614.0,1525968680.0,3149338.0
3845,Attack,4599746947.0,0.0,695335970.0,702923646.0,15715168.0,1625834552.0,584933.0
3846,Attack,3092544818.0,0.0,715506214.0,677510827.0,12384642.0,1225011785.0,546367.0
3847,Benign,170536044.0,0.0,24632171.0,24776383.0,2071554.0,37317406.0,38991.0
3848,Attack,9915510304.0,0.0,1406358120.0,1263197980.0,38069318.0,3130601861.0,1372403.0
3849,Attack,7296473887.0,0.0,969753272.0,871592718.0,16352446.0,2514570933.0,721941.0
3850,Attack,11113081965.0,0.0,1465436207.0,1206667124.0,57604188.0,4056089345.0,3313346.0
3851,Benign,83910967.0,0.0,19103952.0,18627493.0,884163.0,36341597.0,47313.0
3852,Attack,1777801794.0,0.0,370676931.0,335582159.0,3288862.0,603214039.0,228780.0
3853,Attack,4801843122.0,0.0,972672124.0,668424843.0,45451056.0,1851565797.0,2758374.0
3854,Attack,7517095886.0,0.0,1229637738.0,992946205.0,33529897.0,3001350824.0,1808346.0
3855,Attack,4133670611.0,0.0,960044428.0,686222939.0,39467628.0,1448953281.0,2706196.0
3856,Benign,2996450916.0,0.0,725668623.0,574803066.0,45063688.0,1523166217.0,2858535.0
3857,Benign,1093548728.0,0.0,321701697.0,224392081.0,24969669.0,689685053.0,892774.0
3858,Attack,10864518154.0,0.0,2131122671.0,1946969438.0,54350030.0,4471848165.0,3709027.0
3859,Benign,532397034.0,0.0,19362700.0,20080147.0,1422261.0,147059717.0,44358.0
3860,Attack,1566002292.0,0.0,144591979.0,160758129.0,7771414.0,1167016786.0,556444.0
3861,Attack,21927718202.0,0.0,2538153471.0,443222158.0,133668905.0,6204336298.0,21011241.0
3862,Attack,5989341348.0,0.0,516856036.0,531876899.0,16174257.0,1988758904.0,684124.0
3863,Attack,8122130241.0,0.0,1036398000.0,930362500.0,63175919.0,2730639083.0,1653460.0
3864,Benign,3213744403.0,0.0,784273764.0,594942039.0,45411122.0,1454183328.0,2603517.0
3865,Benign,300685118.0,0.0,22677350.0,21428104.0,1622027.0,82975694.0,57328.0
3866,Benign,3316071363.0,0.0,740770260.0,606081566.0,53849433.0,1547519684.0,3010688.0
3867,Attack,1635512355.0,0.0,334597146.0,329230415.0,13236232.0,333113070.0,283197.0
3868,Attack,22579943891.0,0.0,2867252222.0,636088501.0,139476034.0,5984919038.0,21137594.0
3869,Attack,5281996391.0,0.0,1224183215.0,1026186883.0,76317972.0,2935247568.0,4897179.0
3870,Benign,3118834769.0,0.0,829398396.0,721901251.0,52054680.0,1549588016.0,3086603.0
3871,Benign,104061387.0,0.0,66847940.0,99483995.0,1018867.0,108912819.0,68503.0
3872,Attack,9260678024.0,0.0,1520703418.0,1282620218.0,35223686.0,3651934319.0,1933623.0
3873,Attack,5979312562.0,0.0,1400716232.0,1149107232.0,74370932.0,2437915778.0,3496817.0
3874,Benign,100979267.0,0.0,69324474.0,62289460.0,885093.0,42521933.0,147489.0
3875,Benign,148070400.0,0.0,31460510.0,62127361.0,1244788.0,65866838.0,52951.0
3876,Attack,1675880748.0,0.0,128361416.0,139464141.0,9110695.0,455984378.0,901613.0
3877,Attack,2235962438.0,0.0,233337317.0,221362939.0,4374989.0,962829904.0,507948.0
3878,Benign,79788725.0,0.0,107948835.0,81420666.0,891905.0,35083957.0,121705.0
3879,Benign,96186351.0,0.0,29861561.0,28754525.0,1289233.0,193339554.0,141159.0
3880,Benign,111736462.0,0.0,22059753.0,22237464.0,1854744.0,47381858.0,45107.0
3881,Attack,3472202911.0,0.0,999533426.0,900040194.0,60693368.0,2007716740.0,3784891.0
3882,Benign,4182255135.0,0.0,1010602960.0,717207587.0,62656772.0,1973614714.0,3133145.0
3883,Attack,6532493564.0,0.0,809616481.0,599962235.0,42573893.0,1847197153.0,3962955.0
3884,Attack,8516468768.0,1118.0,2197812542.0,1614220128.0,118547900.0,4144258754.0,4966669.0
3885,Attack,7364300726.0,0.0,682291556.0,698464554.0,9828568.0,2594945292.0,751915.0
3886,Attack,12324338168.0,1173.0,2203975904.0,1877251110.0,79119248.0,4440130834.0,4603989.0
3887,Attack,21897180211.0,0.0,2837323980.0,663385187.0,141138413.0,6486058954.0,19896441.0
3888,Attack,7515105893.0,0.0,1207672863.0,1083623829.0,50593137.0,2596659670.0,3695001.0
3889,Attack,9998980853.0,1533.0,2096398241.0,1806961621.0,76196297.0,4992478744.0,4059883.0
3890,Benign,3367668720.0,0.0,814331795.0,673918504.0,41196197.0,1297390160.0,2483560.0
3891,Attack,5475642147.0,0.0,780442082.0,786846073.0,26452256.0,2237420800.0,986234.0
3892,Benign,4751225375.0,1001.0,1527405075.0,1184639607.0,74266662.0,2373983833.0,3822902.0
3893,Attack,10051314509.0,0.0,2224378015.0,1973194484.0,76270067.0,4411704834.0,3753259.0
3894,Benign,386714453.0,0.0,36530185.0,35446039.0,5868398.0,117588102.0,210354.0
3895,Benign,1408550964.0,0.0,153043441.0,110123405.0,14926617.0,642347884.0,619388.0
3896,Attack,5490831157.0,0.0,821789919.0,727316584.0,9233120.0,2183664382.0,962983.0
3897,Attack,5877365084.0,0.0,722759749.0,658761835.0,19962743.0,1866545491.0,821297.0
3898,Attack,3920225340.0,0.0,708276898.0,673832631.0,11936552.0,1595138079.0,625526.0
3899,Attack,4956243377.0,0.0,1112104098.0,1031442913.0,51543773.0,2271940215.0,3801132.0
3900,Attack,6836364119.0,0.0,862339045.0,803747906.0,9097951.0,2286186009.0,402819.0
3901,Attack,3006894796.0,0.0,746932560.0,679258847.0,23872831.0,1562878189.0,1503969.0
3902,Attack,10327437128.0,1433.0,2359539335.0,2196025012.0,75981548.0,4422362799.0,4467430.0
3903,Attack,22803221723.0,0.0,2632128862.0,679466538.0,135922477.0,6414511201.0,21817887.0
3904,Attack,4244374651.0,0.0,958644542.0,1043370723.0,49229259.0,2196041618.0,3297566.0
3905,Attack,5953694517.0,1052.0,1349996465.0,1127888449.0,71226275.0,2806050921.0,3159518.0
3906,Attack,6687903657.0,0.0,909052855.0,905301127.0,17474689.0,2259128735.0,717024.0
3907,Benign,6216567622.0,0.0,1585763300.0,1156578372.0,102386869.0,2783159202.0,4083983.0
3908,Attack,4175267363.0,0.0,409211176.0,425978956.0,3108891.0,1494255647.0,213369.0
3909,Attack,9589985914.0,0.0,2157309674.0,2095732345.0,62468175.0,4393802721.0,3225408.0
3910,Attack,6196403952.0,0.0,1352824968.0,1315162109.0,32075873.0,2509042829.0,981603.0
3911,Benign,3017432822.0,0.0,736754742.0,581244379.0,47705449.0,1589729050.0,2957144.0
3912,Attack,1006321706.0,0.0,198373682.0,321281701.0,3291147.0,678114579.0,1208094.0
3913,Attack,8405544231.0,0.0,1533779828.0,1541434704.0,46401933.0,3592582590.0,2208438.0
3914,Attack,4396997476.0,0.0,936659375.0,637586239.0,50021990.0,2303866822.0,2373418.0
3915,Attack,3185390213.0,0.0,433359008.0,435112922.0,7588056.0,1581519193.0,848812.0
3916,Benign,136642083.0,0.0,65473663.0,61830285.0,1213094.0,49281422.0,152986.0
3917,Benign,3104821060.0,0.0,822115170.0,633110216.0,55379588.0,1408041774.0,3296979.0
3918,Attack,1946201604.0,0.0,495706279.0,477546197.0,3537673.0,507260380.0,99785.0
3919,Attack,22059276580.0,0.0,2631309230.0,820598448.0,148198168.0,6208862332.0,20482891.0
3920,Benign,2853988074.0,0.0,792088607.0,596701853.0,42756151.0,1436282132.0,2952495.0
3921,Attack,21562778983.0,0.0,2768960952.0,751710612.0,140881371.0,6002394995.0,19897605.0
3922,Benign,325557736.0,0.0,14395838.0,15409728.0,2039129.0,47544868.0,43040.0
3923,Attack,5349885577.0,0.0,827480783.0,697368413.0,54291040.0,2134022370.0,1378512.0
3924,Attack,8506089397.0,0.0,1333094368.0,1183944942.0,54667923.0,3494440666.0,2685898.0
3925,Benign,145127598.0,0.0,157863963.0,114812915.0,1210771.0,44513654.0,55248.0
3926,Attack,22726369293.0,0.0,2290761782.0,673319202.0,138900968.0,6182582240.0,21055005.0
3927,Attack,20039773792.0,0.0,2335882876.0,995772168.0,151504175.0,6049266115.0,18561856.0
